Heure,IP source,IP destination,Flag,Seq,Length
11:42:29.677719,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"863098339:863098459,","1448
"
11:42:29.677720,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"2070683389:2070683509,","0
"
11:42:29.677721,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"1694377697:1694377817,","1448
"
11:42:29.677723,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"1287509178:1287509298,","0
"
11:42:29.677724,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"1249270075:1249270195,","1448
"
11:42:29.677725,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"336193368:336193488,","0
"
11:42:29.677726,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"124321784:124321904,","1448
"
11:42:29.677728,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"1906002507:1906002627,","0
"
11:42:29.677729,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"1439668005:1439668125,","1448
"
11:42:29.677730,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"676240878:676240998,","0
"
11:42:29.677732,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"1864466524:1864466644,","1448
"
11:42:29.677733,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"1645489163:1645489283,","0
"
11:42:29.677735,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"1982238459:1982238579,","1448
"
11:42:29.677736,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"1134156567:1134156687,","0
"
11:42:29.677786,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"1936091211:1936091331,","0
"
11:42:29.677788,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"675157980:675158100,","1448
"
11:42:29.677790,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[P.],"643272715:643272835,","1448
"
11:42:29.677791,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[P.],"1164249064:1164249184,","1448
"
11:42:29.677792,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[P.],"660763774:660763894,","1448
"
11:42:29.677793,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[P.],"175438873:175438993,","1448
"
11:42:29.677794,mauves.univ-st-etienne.fr.https,BP-Linux8.40678:,[.],"515673288:515673408,","1448
"
11:42:29.677822,BP-Linux8.40678,mauves.univ-st-etienne.fr.https:,[.],"2089105412:2089105532,","1448
"
11:42:29.680725,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[.],"1706536803:1706536923,","1448
"
11:42:29.684585,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[.],"542520228:542520348,","1448
"
11:42:29.684893,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[P.],"1896700502:1896700622,","1448
"
11:42:29.684897,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[P.],"1675551654:1675551774,","1448
"
11:42:29.684899,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[P.],"1859200306:1859200426,","1448
"
11:42:29.684900,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[P.],"358435639:358435759,","1448
"
11:42:29.684901,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1301819448:1301819568,","1448
"
11:42:29.684903,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"800333930:800334050,","1448
"
11:42:29.684905,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1271551663:1271551783,","1448
"
11:42:29.684906,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1431087338:1431087458,","1448
"
11:42:29.684907,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1202140695:1202140815,","1448
"
11:42:29.684909,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"131605785:131605905,","1448
"
11:42:29.684910,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1654475432:1654475552,","1448
"
11:42:29.684911,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"577568769:577568889,","1448
"
11:42:29.684913,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1532046460:1532046580,","1448
"
11:42:29.684914,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"347262994:347263114,","1448
"
11:42:29.684915,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1076704525:1076704645,","1448
"
11:42:29.685089,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"865071762:865071882,","1448
"
11:42:29.685093,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"388605585:388605705,","1448
"
11:42:29.685094,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1511772517:1511772637,","1448
"
11:42:29.685096,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1585094425:1585094545,","1448
"
11:42:29.685097,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"443326121:443326241,","1448
"
11:42:29.685098,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1368107820:1368107940,","1448
"
11:42:29.685100,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"2000563437:2000563557,","1448
"
11:42:29.685101,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"868367305:868367425,","1448
"
11:42:29.685102,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"762275786:762275906,","1448
"
11:42:29.685118,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"699054297:699054417,","1448
"
11:42:29.685120,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1339466612:1339466732,","1448
"
11:42:29.685128,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"711467956:711468076,","1448
"
11:42:29.685129,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1478215266:1478215386,","1448
"
11:42:29.685136,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1433846658:1433846778,","1448
"
11:42:29.685138,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"137415288:137415408,","1448
"
11:42:29.685286,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"278925031:278925151,","1448
"
11:42:29.685289,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1607592741:1607592861,","1448
"
11:42:29.685291,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1504002777:1504002897,","1448
"
11:42:29.685298,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1827355445:1827355565,","1448
"
11:42:29.685300,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"788602735:788602855,","1448
"
11:42:29.685307,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1837047743:1837047863,","1448
"
11:42:29.685308,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1478057105:1478057225,","1448
"
11:42:29.685315,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"983182483:983182603,","1448
"
11:42:29.685317,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1783511215:1783511335,","1448
"
11:42:29.685318,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"786216702:786216822,","1448
"
11:42:29.685319,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"270388375:270388495,","1448
"
11:42:29.685321,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1890501668:1890501788,","1448
"
11:42:29.685322,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1929158054:1929158174,","1448
"
11:42:29.685324,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1918403994:1918404114,","1448
"
11:42:29.685325,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"58018833:58018953,","1448
"
11:42:29.685357,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1719674392:1719674512,","1448
"
11:42:29.685360,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1325991491:1325991611,","1448
"
11:42:29.685362,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1413059361:1413059481,","1448
"
11:42:29.685363,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1345166873:1345166993,","0
"
11:42:29.685365,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"559924803:559924923,","1448
"
11:42:29.685366,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1648142921:1648143041,","0
"
11:42:29.685367,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1682961751:1682961871,","1448
"
11:42:29.685370,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"517461084:517461204,","0
"
11:42:29.685376,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1167491871:1167491991,","624
"
11:42:29.685379,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"100362604:100362724,","0
"
11:42:29.688728,BP-Linux8.40680,mauves.univ-st-etienne.fr.https:,[S],"162611226:162611346,","1448
"
11:42:29.689286,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"546220703:546220823,","0
"
11:42:29.689292,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1962658990:1962659110,","1448
"
11:42:29.689303,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1595174058:1595174178,","0
"
11:42:29.689305,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"877612565:877612685,","1448
"
11:42:29.689401,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"2094873448:2094873568,","0
"
11:42:29.689403,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1230914442:1230914562,","1448
"
11:42:29.689407,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"2040811935:2040812055,","108
"
11:42:29.689409,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1733601410:1733601530,","36
"
11:42:29.689413,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"2136638312:2136638432,","108
"
11:42:29.689415,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1891041727:1891041847,","36
"
11:42:29.689526,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"686375751:686375871,","0
"
11:42:29.689528,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"697489:697609,","0
"
11:42:29.689533,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"817189424:817189544,","0
"
11:42:29.689535,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"624395475:624395595,","0
"
11:42:29.689539,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"208532345:208532465,","36
"
11:42:29.689541,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1987472057:1987472177,","36
"
11:42:29.689545,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1409265336:1409265456,","116
"
11:42:29.689546,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"403070235:403070355,","36
"
11:42:29.689551,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"887290750:887290870,",120:
11:42:29.689552,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"772462064:772462184,",120:
11:42:29.689556,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1778258571:1778258691,",120:
11:42:29.689557,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"935704466:935704586,",120:
11:42:29.689561,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1805342757:1805342877,",120:
11:42:29.689563,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1437373023:1437373143,",120:
11:42:29.689567,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"391720065:391720185,",120:
11:42:29.689568,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"316526806:316526926,",120:
11:42:29.689572,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"747271348:747271468,",120:
11:42:29.689574,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"53931127:53931247,",120:
11:42:29.689631,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1551481664:1551481784,",120:
11:42:29.689635,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1045318265:1045318385,",120:
11:42:29.689642,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"845535806:845535926,",120:
11:42:29.689643,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1498354990:1498355110,",120:
11:42:29.689647,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"671467510:671467630,",120:
11:42:29.689649,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"2107531072:2107531192,",120:
11:42:29.689652,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"241707299:241707419,",120:
11:42:29.689654,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1463836934:1463837054,",120:
11:42:29.689658,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"562383475:562383595,",120:
11:42:29.689659,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1725642507:1725642627,",120:
11:42:29.689663,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"244764495:244764615,",120:
11:42:29.689665,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"403871399:403871519,",120:
11:42:29.689668,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1946521299:1946521419,",120:
11:42:29.689670,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1264122650:1264122770,",120:
11:42:29.692513,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"504856588:504856708,",120:
11:42:29.692729,BP-Linux8.40684,mauves.univ-st-etienne.fr.https:,[S],"485912537:485912657,",120:
11:42:29.692739,BP-Linux8.40679,mauves.univ-st-etienne.fr.https:,[S],"1831685974:1831686094,",120:
11:42:29.692821,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"455741947:455742067,",120:
11:42:29.692824,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"493036162:493036282,",120:
11:42:29.692826,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1205350307:1205350427,",120:
11:42:29.692844,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"848270969:848271089,",120:
11:42:29.692847,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"309088899:309089019,",120:
11:42:29.692859,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"360266161:360266281,",120:
11:42:29.692861,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"632577679:632577799,",120:
11:42:29.692869,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"2061727918:2061728038,",120:
11:42:29.692871,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"10608692:10608812,",120:
11:42:29.692879,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"211560320:211560440,",120:
11:42:29.692881,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"908819219:908819339,",120:
11:42:29.692882,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"271428548:271428668,",120:
11:42:29.692890,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1194143303:1194143423,",120:
11:42:29.692891,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1583410962:1583411082,",120:
11:42:29.692900,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"843229543:843229663,",120:
11:42:29.692901,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"18917310:18917430,",120:
11:42:29.692909,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"2103493718:2103493838,",120:
11:42:29.692910,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"5379165:5379285,",120:
11:42:29.692912,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"838492105:838492225,",120:
11:42:29.693075,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"267912666:267912786,",120:
11:42:29.693078,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"682831796:682831916,",120:
11:42:29.693080,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1399602781:1399602901,",120:
11:42:29.693081,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"833125447:833125567,",120:
11:42:29.693082,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"709042303:709042423,",120:
11:42:29.693084,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1272117842:1272117962,",120:
11:42:29.693085,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"778739817:778739937,",120:
11:42:29.693087,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1175429527:1175429647,",120:
11:42:29.693088,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1578825974:1578826094,",120:
11:42:29.693090,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"346302098:346302218,",120:
11:42:29.693091,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"111254085:111254205,",120:
11:42:29.693093,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"557884260:557884380,",120:
11:42:29.693094,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"2141934570:2141934690,",120:
11:42:29.693096,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1061473882:1061474002,",120:
11:42:29.693097,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"669336151:669336271,",120:
11:42:29.693255,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1813792345:1813792465,",120:
11:42:29.693257,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"508964069:508964189,",120:
11:42:29.693258,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1410084780:1410084900,",120:
11:42:29.693260,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"854764861:854764981,",120:
11:42:29.693261,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"904732230:904732350,",120:
11:42:29.693263,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1570595579:1570595699,",120:
11:42:29.693264,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"916431580:916431700,",120:
11:42:29.693270,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1998543101:1998543221,",120:
11:42:29.693271,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"793391393:793391513,",120:
11:42:29.693275,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"642603409:642603529,",120:
11:42:29.693277,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"982106462:982106582,",120:
11:42:29.693281,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"507646447:507646567,",120:
11:42:29.693282,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1385624323:1385624443,",120:
11:42:29.693284,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1424566512:1424566632,",120:
11:42:29.693285,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"629852178:629852298,",120:
11:42:29.693425,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1987457074:1987457194,",120:
11:42:29.693427,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1470326572:1470326692,",120:
11:42:29.693428,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1908776115:1908776235,",120:
11:42:29.693433,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"407441188:407441308,",120:
11:42:29.693435,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"2094414536:2094414656,",120:
11:42:29.693436,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1236287516:1236287636,",120:
11:42:29.693440,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1252661620:1252661740,",120:
11:42:29.693442,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"774793017:774793137,",120:
11:42:29.693445,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"978111235:978111355,",120:
11:42:29.693451,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1293958599:1293958719,",120:
11:42:29.693453,BP-Linux8.40680,mauves.univ-st-etienne.fr.https:,[S],"2068637209:2068637329,",120:
11:42:29.693457,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"1265917502:1265917622,",120:
11:42:29.693459,BP-Linux8.40680,mauves.univ-st-etienne.fr.https:,[S],"1591167385:1591167505,",120:
11:42:29.693463,mauves.univ-st-etienne.fr.https,BP-Linux8.40680:,[S],"891354133:891354253,",120:
11:42:29.693464,BP-Linux8.40680,mauves.univ-st-etienne.fr.https:,[S],"227951628:227951748,",120:
11:42:29.693468,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"270296022:270296142,",120:
11:42:29.693470,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"684696012:684696132,",120:
11:42:29.693474,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1980115668:1980115788,",120:
11:42:29.693476,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1271672473:1271672593,",120:
11:42:29.693480,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"1561614938:1561615058,",120:
11:42:29.693481,BP-Linux8.40682,mauves.univ-st-etienne.fr.https:,[S],"1607191645:1607191765,",120:
11:42:29.693485,mauves.univ-st-etienne.fr.https,BP-Linux8.40682:,[S],"831514526:831514646,",120:
	0x00e11:42:04.766656,BP-Linux8.ssh,192.168.190.130.50019:,[S],"151015160:151015280,",120:
11:42:04.766694,BP-Linux8.ssh,192.168.190.130.50019:,[S],"1564236650:1564236770,",120:
11:42:04.766723,BP-Linux8.ssh,192.168.190.130.50019:,[S],"1569603092:1569603212,",120:
11:42:04.766744,BP-Linux8.ssh,192.168.190.130.50019:,[S],"809717895:809718015,",120:
11:42:04.785366,192.168.190.130.50019,BP-Linux8.ssh:,[S],"266687522:266687642,",120:
11:42:04.785384,192.168.190.130.50019,BP-Linux8.ssh:,[S],"448158420:448158540,",120:
11:42:04.785406,192.168.190.130.50019,BP-Linux8.ssh:,[S],"592271265:592271385,",120:
11:42:04.785454,192.168.190.130.50019,BP-Linux8.ssh:,[S],"2123592568:2123592688,",120:
11:42:05.768334,BP-Linux8.58466,ns1.lan.rt.domain:,[S],"1377007211:1377007331,",120:
11:42:05.769075,ns1.lan.rt.domain,BP-Linux8.58466:,[S],"339972270:339972390,",120:
11:42:06.669393,192.168.190.130.50245,BP-Linux8.ssh:,[S],"482814315:482814435,",120:
11:42:06.669906,BP-Linux8.ssh,192.168.190.130.50245:,[S],"1566825815:1566825935,",120:
11:42:06.679262,BP-Linux8.53220,ns1.lan.rt.domain:,[S],"1851964309:1851964429,",120:
11:42:06.679971,ns1.lan.rt.domain,BP-Linux8.53220:,[S],"1285160685:1285160805,",120:
11:42:06.681188,BP-Linux8.ssh,192.168.190.130.50245:,[S],"1102702461:1102702581,",120:
11:42:06.681222,BP-Linux8.ssh,192.168.190.130.50245:,[S],"409767608:409767728,",120:
11:42:06.681248,190-0-175-100.gba.solunet.com.ar.2465,184.107.43.74.http:,[S],"2128632792:2128632912,",120:
11:42:06.681274,190-0-175-100.gba.solunet.com.ar.2466,184.107.43.74.http:,[S],"794958304:794958424,",120:
11:42:06.681294,190-0-175-100.gba.solunet.com.ar.2467,184.107.43.74.http:,[S],"1997670039:1997670159,",120:
11:42:06.681312,190-0-175-100.gba.solunet.com.ar.2468,184.107.43.74.http:,[S],"1362954264:1362954384,",120:
11:42:06.681328,190-0-175-100.gba.solunet.com.ar.2469,184.107.43.74.http:,[S],"156728479:156728599,",120:
11:42:06.681345,190-0-175-100.gba.solunet.com.ar.2470,184.107.43.74.http:,[S],"2117643719:2117643839,",120:
11:42:06.681362,190-0-175-100.gba.solunet.com.ar.2471,184.107.43.74.http:,[S],"1694603171:1694603291,",120:
11:42:06.681379,190-0-175-100.gba.solunet.com.ar.2472,184.107.43.74.http:,[S],"1263042113:1263042233,",120:
11:42:06.681396,190-0-175-100.gba.solunet.com.ar.2473,184.107.43.74.http:,[S],"1093256567:1093256687,",120:
11:42:06.681413,190-0-175-100.gba.solunet.com.ar.2474,184.107.43.74.http:,[S],"1869942546:1869942666,",120:
11:42:06.681430,190-0-175-100.gba.solunet.com.ar.2475,184.107.43.74.http:,[S],"1278248421:1278248541,",120:
11:42:06.681446,190-0-175-100.gba.solunet.com.ar.2476,184.107.43.74.http:,[S],"589846666:589846786,",120:
11:42:06.681463,190-0-175-100.gba.solunet.com.ar.2477,184.107.43.74.http:,[S],"1366352219:1366352339,",120:
11:42:06.681480,190-0-175-100.gba.solunet.com.ar.2478,184.107.43.74.http:,[S],"919989431:919989551,",120:
11:42:06.681497,190-0-175-100.gba.solunet.com.ar.2479,184.107.43.74.http:,[S],"82272826:82272946,",120:
11:42:06.681514,190-0-175-100.gba.solunet.com.ar.2480,184.107.43.74.http:,[S],"1151701214:1151701334,",120:
11:42:06.681531,190-0-175-100.gba.solunet.com.ar.2481,184.107.43.74.http:,[S],"1397543949:1397544069,",120:
11:42:06.681548,190-0-175-100.gba.solunet.com.ar.2482,184.107.43.74.http:,[S],"241920474:241920594,",120:
11:42:06.681564,190-0-175-100.gba.solunet.com.ar.2483,184.107.43.74.http:,[S],"642032333:642032453,",120:
11:42:06.681581,190-0-175-100.gba.solunet.com.ar.2484,184.107.43.74.http:,[S],"717083400:717083520,",120:
11:42:06.681597,190-0-175-100.gba.solunet.com.ar.2485,184.107.43.74.http:,[S],"915232097:915232217,",120:
11:42:06.681614,190-0-175-100.gba.solunet.com.ar.2486,184.107.43.74.http:,[S],"1828749687:1828749807,",120:
11:42:06.681630,190-0-175-100.gba.solunet.com.ar.2487,184.107.43.74.http:,[S],"1286261444:1286261564,",120:
11:42:06.681647,190-0-175-100.gba.solunet.com.ar.2488,184.107.43.74.http:,[S],"664774578:664774698,",120:
11:42:06.681664,190-0-175-100.gba.solunet.com.ar.2489,184.107.43.74.http:,[S],"304261359:304261479,",120:
11:42:06.681681,190-0-175-100.gba.solunet.com.ar.2490,184.107.43.74.http:,[S],"687536104:687536224,",120:
11:42:06.681697,190-0-175-100.gba.solunet.com.ar.2491,184.107.43.74.http:,[S],"1233940978:1233941098,",120:
11:42:06.681722,190-0-175-100.gba.solunet.com.ar.2492,184.107.43.74.http:,[S],"1647956644:1647956764,",120:
11:42:06.681739,190-0-175-100.gba.solunet.com.ar.2493,184.107.43.74.http:,[S],"1067260138:1067260258,",120:
11:42:06.681756,190-0-175-100.gba.solunet.com.ar.2494,184.107.43.74.http:,[S],"594553921:594554041,",120:
11:42:06.681773,190-0-175-100.gba.solunet.com.ar.2495,184.107.43.74.http:,[S],"639605602:639605722,",120:
11:42:06.681789,190-0-175-100.gba.solunet.com.ar.2496,184.107.43.74.http:,[S],"1183564325:1183564445,",120:
11:42:06.681806,190-0-175-100.gba.solunet.com.ar.2497,184.107.43.74.http:,[S],"873904745:873904865,",120:
